,INSTNM,MD_FAMINC,RPY_3YR_RT,SAT_AVG,ACTCMMID
5509,Brown Mackie College-Indianapolis,16797,0.2254649322,,
5510,CollegeAmerica-Cheyenne,18609,0.1764705882,,
5511,Paul Mitchell the School-San Antonio,24337.5,0.4402116402,,
5512,CEM College-Bayamon,0,0.5433789954,,
5513,Bryant & Stratton College-Wauwatosa,15184,0.1873163434,,
5514,The Art Institute of Michigan,20147.5,0.3238079686,,
5515,The Art Institute of Austin,22534.5,0.3474795776,,
5516,Argosy University-The Art Institute of California-Silicon Valley,15000,0.2683174504,,
5517,Remington College-Houston Southeast Campus,13648,0.2589161649,,
5518,Remington College-Shreveport Campus,13648,0.2589161649,,
5519,National American University-Austin,17982,0.2421296296,,
5520,National American University-Wichita,17982,0.2421296296,,
5521,Fortis College-Landover,12884,0.195745904,,
5522,Jenny Lea Academy of Cosmetology,12539,0.3031674208,,
5523,The Hair Academy,35266,0.6031746032,,
5524,The Art Institutes International-Kansas City,16797,0.2254649322,,
5525,The Art Institute of Raleigh-Durham,20000,0.2547585843,,
5526,Le Cordon Bleu College of Culinary Arts-Sacramento,20128,0.327011698,,
5527,Le Cordon Bleu College of Culinary Arts-Seattle,20128,0.327011698,,
5528,Le Cordon Bleu College of Culinary Arts-Cambridge,16000,0.3393548387,,
5529,Le Cordon Bleu College of Culinary Arts-Dallas,20128,0.327011698,,
5530,Ross Medical Education Center-New Baltimore,15505.5,0.3016591252,,
5531,Ross College-Sylvania,17342,0.3100107643,,
5532,Argosy University-Salt Lake City,15000,0.2683174504,,
5533,Escuela De Troqueleria Y Herramentaje,6228.5,,,
5534,Virginia College-Montgomery,13816,0.1902896021,,
5535,Fortis Institute-Nashville,16203.5,0.3056578507,,
5536,Beckfield College-Tri-County,16835,0.2251950948,,
5537,Elite Welding Academy LLC,25866.5,,,
5538,Galen College of Nursing-Cincinnati,32673.5,0.4046875,,
5539,Pinnacle Career Institute-North Kansas City,14458.5,0.2425742574,,
5540,Strayer University-North Carolina,18178,0.2382231351,,
5541,Strayer University-New Jersey,18178,0.2382231351,,
5542,American National University-Dayton,14666.5,0.1601953602,,
5543,American National University-Youngstown,14666.5,0.1601953602,,
5544,American National University-Cincinnati,14666.5,0.1601953602,,
5545,Harris School of Business-Hamilton Campus,7678,0.215234375,,
5546,Ohio Business College-Hilliard,14591,0.2111416781,,
5547,The Ohio Media School-Columbus,16766,0.2908545727,,
5548,Ohio Medical Career College,18436.5,,,
5549,Ohio Technical College-PowerSport Institute,29864,0.505389981,,
5550,The King's College,54955.5,0.7004048583,1180.0,26.0
5551,Chamberlain University-Illinois,46046,0.595370464,,
5552,Chamberlain University-Ohio,46046,0.595370464,,
5553,Chamberlain University-Arizona,46046,0.595370464,,
5554,Career Quest Learning Centers-Jackson,11521.5,0.1846553966,,
5555,Bryan University,13311,0.1768292683,,
5556,The Salon Professional Academy-Appleton,33093,0.4183673469,,
5557,Milan Institute of Cosmetology-Fairfield,14391.5,0.2181580666,,
5558,Milan Institute of Cosmetology-Reno,14391.5,0.2181580666,,
5559,Milan Institute of Cosmetology-Visalia,14391.5,0.2181580666,,
5560,Ottawa University-Online,37231.5,0.4652137469,,
5561,Paul Mitchell the School-Esani,21016,0.4628378378,,
5562,Institute of Production and Recording,42800,0.4583333333,,
5563,Virginia College-Greenville,13816,0.1902896021,,
5564,Paul Mitchell the School-Birmingham,16970.5,0.3333333333,,
5565,Taft University System,16789,0.5,,
5566,Mayfield College,10529,0.296819788,,
5567,Academy of Esthetics and Cosmetology,14517,0.5102040816,,
5568,Borner's Barber College,12000,,,
5569,Paul Mitchell the School-Pasadena,17972.5,0.425,,
5570,San Francisco Institute of Esthetics & Cosmetology Inc,23345,0.5709090909,,
5571,Laurus College,12958,0.2916666667,,
5572,Healing Hands School of Holistic Health,14907,0.5625,,
5573,Career Development Institute Inc,15981.5,0.4081632653,,
5574,Auguste Escoffier School of Culinary Arts-Boulder,20748,0.62,,
5575,Aspen University,19054,0.4166666667,,
5576,Institute of Taoist Education and Acupuncture,,,,
5577,National Beauty College,9994,,,
5578,Denver College of Nursing,29692,0.783625731,,
5579,Cambridge College of Healthcare & Technology,20051.5,0.4241071429,,
5580,Cozmo Beauty School,23065,0.3541666667,,
5581,Orion College,15899,0.2761545712,,
5582,North Florida Academy,21878,0.45,,
5583,Professional Hands Institute,14049.5,0.5701219512,,
5584,Celebrity School of Beauty,10196,0.7234848485,,
5585,Paul Mitchell the School-Atlanta,16988,0.3038869258,,
5586,Evans Hairstyling College-Rexburg,32071.5,PrivacySuppressed,,
5587,Paul Mitchell the School-Rexburg,26957,0.4774193548,,
5588,University of Aesthetics & Cosmetology,22638,0.5853658537,,
5589,The University of Aesthetics & Cosmetology,27729,0.48,,
5590,Tricoci University of Beauty Culture-Chicago NW,16010.5,0.362962963,,
5591,Tricoci University of Beauty Culture-Glendale Heights,15564,0.3884297521,,
5592,Tricoci University of Beauty Culture-Peoria,19195,0.3223684211,,
5593,Tricoci University of Beauty Culture-Rockford,13088,0.3571428571,,
5594,Frederick School of Cosmetology,13090,0.5526315789,,
5595,Omega Studios' School of Applied Recording Arts & Sciences,36787,0.6557377049,,
5596,Focus-Hope Information Technologies Center,,,,
5597,International Cosmetology Academy,9942,0.1038961039,,
5598,French Academy of Cosmetology,23428,0.3428571429,,
5599,Healing Arts Center,17051,0.4912280702,,
5600,Paul Mitchell the School-Springfield,23030,0.3652968037,,
5601,Urshan Graduate School of Theology,,PrivacySuppressed,,
5602,Mississippi Institute of Aesthetics Nails & Cosmetology,16399,0.5277777778,,
5603,College of Western Idaho,27219,0.3312992626,,
5604,Aveda Institute-Chapel Hill,24693,0.4045307443,,
5605,Daoist Traditions College of Chinese Medical Arts,PrivacySuppressed,,,
5606,Total Image Beauty Academy,9848,0.4777777778,,
5607,Jersey College,29454,0.3622816033,,
5608,American Institute of Medical Sciences & Education,28000,0.5507246377,,
5609,Casal Institute of Nevada,21353,0.4384615385,,
5610,Career School of NY,10103,0.5042016807,,
5611,John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,20884,0.3125,,
5612,Yeshiva of Machzikai Hadas,17059,,,
5613,Aveda Institute-Columbus,21830,0.4267857143,,
5614,Paul Mitchell the School-Cincinnati,20586,0.3519061584,,
5615,Hands on Therapy,15146,0.2459016393,,
5616,MediaTech Institute-Dallas,18321,0.3720430108,,
5617,PCCenter,11215.5,0.1777777778,,
5618,Aveda Institute-San Antonio,23403,0.3601789709,,
5619,Skin Science Institute,26804.5,0.5662650602,,
5620,Global Health College,34705,0.3550295858,,
5621,Pacific Northwest University of Health Sciences,,,,
5622,The Chicago School of Professional Psychology at Irvine,18495,PrivacySuppressed,,
5623,Fortis College-Dothan,11731.5,0.2382310984,,
5624,Fortis Institute-Pensacola,14377,0.22402472,,
5625,Fortis College-Montgomery,14377,0.22402472,,
5626,Woodland Community College,16734,0.2888888889,,
5627,Dorsey Business Schools-Farmington Hills,11499,0.2051093098,,
5628,Dorsey Business Schools-Roseville Culinary Academy,11499,0.2051093098,,
5629,Vatterott College-Appling Farms,14366.5,0.184046531,,
5630,Brown Mackie College-Boise,16797,0.2254649322,,
5631,Brown Mackie College-Tulsa,16797,0.2254649322,,
5632,Fortis Institute-Birmingham,12884,0.195745904,,
5633,Miller-Motte College-Greenville,11981.5,0.1847259242,,
5634,The Chicago School of Professional Psychology at Los Angeles,18495,PrivacySuppressed,,
5635,Cardiac and Vascular Institute of Ultrasound,21551,0.6470588235,,
5636,Virginia College-Jacksonville,13816,0.1902896021,,
5637,Studio Academy of Beauty,16343,0.3014492754,,
5638,California Nurses Educational Institute,18014,0.4,,
5639,RWM Fiber Optics,0,0.296,,
5640,Paul Mitchell the School-Sacramento,19434.5,0.3768421053,,
5641,Providence Christian College,63909,0.5454545455,,
5642,Oxford Academy of Hair Design Inc,18792,0.4,,
5643,Institute of World Politics,PrivacySuppressed,,,
5644,Pontifical John Paul II Institute for Studies on Marriage and Family,,,,
5645,Medical Institute of Palm Beach,12293,0.2587412587,,
5646,Lake Lanier School of Massage,15947,0.1925287356,,
5647,Oliver Finley Academy of Cosmetology,27088,0.3568904594,,
5648,National Career College,13919,0.4803921569,,
5649,Aveda Institute-Chicago,25473,0.4758364312,,
5650,Tricoci University of Beauty Culture-Libertyville,25707,0.4653465347,,
5651,Tricoci University of Beauty Culture-Bridgeview,17163,0.3215859031,,
5652,The Temple-A Paul Mitchell Partner School,23125.5,0.4454545455,,
5653,Center for Massage,15666,0.619047619,,
5654,Academy of Hair Design-Oklahoma City,16291,0.3289473684,,
5655,Pulse Beauty Academy,38436,0.5744680851,,
5656,Liberty Technical College,0,,,
5657,Toni & Guy Hairdressing Academy-Cranston,27663,0.5,,
5658,South Texas Training Center,14220.5,0.3893442623,,
5659,Columbia College,3102,0.75,,
5660,Vermont College of Fine Arts,PrivacySuppressed,PrivacySuppressed,,
5661,Advanced Welding Institute,32123,0.775,,
5662,The Art Institute of Washington-Dulles,20246,0.2815452697,,
5663,Paul Mitchell the School-Memphis,20998.5,0.3588516746,,
5664,Pima Medical Institute-East Valley,21596,0.4626200015,,
5665,Virginia College-Charleston,13816,0.1902896021,,
5666,Paul Mitchell the School-Cleveland,19634,0.27,,
5667,Paul Mitchell the School-Columbus,23316.5,0.4,,
5668,Georgia Beauty Academy,18753,0.3285714286,,
5669,Empire Beauty School-Lauderhill,14099,0.2879914984,,
5670,Empire Beauty School-Spring Lake Park,14091,0.2771362587,,
5671,MediaTech Institute-Houston,18321,0.3720430108,,
5672,Fortis College-Phoenix,16751.5,0.2004830918,,
5673,Miller-Motte College-Raleigh,12000,0.1943711522,,
5674,Lamson Institute,19945,0.3538011696,,
5675,College of Hair Design-East Campus,24999,0.4664804469,,
5676,Sanford-Brown College-Online,19149.5,0.2623860484,,
5677,Le Cordon Bleu College of Culinary Arts-St Louis,20128,0.327011698,,
5678,Argosy University-Phoenix Online Division,15000,0.2683174504,,
5679,Fortis College-Salt Lake City,21456,0.3052090976,,
5680,Polytechnic University of Puerto Rico-Miami,18451,0.53375695,,
5681,Polytechnic University of Puerto Rico-Orlando,18451,0.53375695,,
5682,Ross Medical Education Center-Fort Wayne,16513,0.3177172061,,
5683,Ross Medical Education Center-Portage,16094,0.2767894084,,
5684,Geisinger Commonwealth School of Medicine,,,,
5685,Josef's West Academy,27728,0.5606936416,,
5686,Northeast Technology Center-Claremore,19102.5,,,
5687,McCann School of Business & Technology,12270,0.2626924836,,
5688,Salon Success Academy-Fontana,14969.5,0.4431818182,,
5689,Salon Success Academy-Redlands,14969.5,0.4431818182,,
5690,Brown Mackie College-Phoenix,16797,0.2254649322,,
5691,Strayer University-West Virginia,18178,0.2382231351,,
5692,Brown Mackie College-Greenville,16797,0.2254649322,,
5693,Vanguard College of Cosmetology-Baton Rouge,18821,0.5287671233,,
5694,Beauty Schools of America-Homestead,9851,0.2595499738,,
5695,South Texas Vocational Technical Institute-Brownsville,13864,0.167611336,,
5696,South Texas Vocational Technical Institute-Corpus Christi,16310,0.3413775767,,
5697,L'Ecole Culinaire-Memphis,14432,0.2147117296,,
5698,University of Minnesota-Rochester,76028.5,0.7469647492,1122.0,25.0
5699,Health And Style Institute,15146,0.1296296296,,
5700,College of Business and Technology-Cutler Bay,8968.5,0.4349030471,,
5701,American National University-Columbus,14666.5,0.1601953602,,
5702,Herzing University-Toledo,18321,0.3041105434,,
5703,Capri Beauty College,35881,0.4144144144,,
5704,Milan Institute-Bakersfield,12561,0.2476060192,,
5705,Homestead Schools,27665,0.3884615385,,
5706,Carrington College-Las Vegas,16832.5,0.3293361884,,
5707,Carrington College-Reno,24244.5,0.4466248038,,
5708,Chamberlain University-Florida,46046,0.595370464,,
5709,Remington College-Columbia Campus,13648,0.2589161649,,
5710,Washington Barber College Inc,2597,0.2405063291,,
5711,InterCoast Colleges-Rancho Cordova,13238,0.2539377641,,
5712,Horizon University,PrivacySuppressed,PrivacySuppressed,,
5713,San Diego Culinary Institute,26155,0.6862745098,,
5714,Beyond 21st Century Beauty Academy,16488,PrivacySuppressed,,
5715,Academy for Jewish Religion-California,,,,
5716,Angeles College,13405,0.4923076923,,
5717,Angeles Institute,21003,0.4238683128,,
5718,Paul Mitchell the School-Temecula,25291,0.4426229508,,
5719,European Academy of Cosmetology and Hairdressing,38458.5,0.5757575758,,
5720,International Institute of Cosmetology,36962.5,0.656,,
5721,Florida School of Traditional Midwifery,11909,0.3333333333,,
5722,Emerald Coast Technical College,18374.5,,,
5723,Immokalee Technical College,22074,,,
5724,American Academy of Cosmetology,17261,0.248447205,,
5725,University of Fort Lauderdale,15890,PrivacySuppressed,,
5726,Aviation Institute of Maintenance-Orlando,20566.5,0.2817460317,,
5727,Summit Salon Academy,24573,0.4329268293,,
5728,Summit Salon Academy-Gainesville,16373.5,0.237704918,,
5729,Tenaj Salon Institute,11723,0.25,,
5730,Profile Institute of Barber-Styling,17104,PrivacySuppressed,,
5731,Keune Academy by 124,26942,0.4568965517,,
5732,Pacific Rim Christian University,27346,,,
5733,D & L Academy of Hair Design,17409,PrivacySuppressed,,
5734,Ambria College of Nursing,37460,0.5866666667,,
5735,Midwestern Career College,16642,0.3069306931,,
5736,Paul Mitchell the School-Normal,31428,0.5,,
5737,Innovations Design Academy,14083,0.2702702703,,
5738,Aveda Fredric's Institute-Indianapolis,44607,0.5375722543,,
5739,Summit Salon Academy-Anderson,21419,0.3253012048,,
5740,Eric Fisher Academy,33619,0.436,,
5741,My Le's Beauty College,12151.5,,,
5742,Blackstone Valley Vocational Regional School District,34026,0.5882352941,,
5743,Southern Worcester County Regional Voc School District,42903,0.6216216216,,
5744,L'esprit Academy,18016,0.3668639053,,
5745,Marketti Academy of Cosmetology,16646,,,
5746,CenterPoint Massage and Shiatsu Therapy School and Clinic,21154,0.6694915254,,
5747,Avalon School of Cosmetology,13905,,,
5748,American Business and Technology University,16941,0.2023346304,,
5749,City Vision University,6591,PrivacySuppressed,,
5750,Transformed Barber and Cosmetology Academy,9826.5,0.1544117647,,
5751,Bitterroot School of Cosmetology,11792,0.5142857143,,
5752,Montana Academy of Salons,18964,0.5438596491,,
5753,National Career Institute,0,0.0944444444,,
5754,Toni & Guy Hairdressing Academy-Albuquerque,19723.5,0.2878787879,,
5755,International Academy of Style,24207,0.5,,
5756,EDP School,12397.5,,,
5757,New York Medical Career Training Center,18467,0.5687203791,,
5758,Institute of Culinary Education,27450,0.7310469314,,
5759,The Salon Professional Academy-Tonawanda,22197,0.5098039216,,
5760,Onondaga School of Therapeutic Massage-Syracuse,24464.5,0.5833333333,,
5761,Academy of Cosmetology and Esthetics NYC,18220.5,0.4324324324,,
5762,Finger Lakes School of Massage,23762,0.6228070175,,
5763,Four County Career Center,22568.5,,,
5764,Vanity School of Cosmetology,16120,PrivacySuppressed,,
5765,Summit Salon Academy-Perrysburg,37025,0.5154639175,,
5766,Portland Actors Conservatory,9971.5,0.5384615385,,
5767,Somerset County Technology Center,26058.5,0.4864864865,,
5768,Metro Beauty Academy,30012,0.4966666667,,
5769,Academy for Careers and Technology,18530,,,
5770,Aiken School of Cosmetology and Barbering,15013,0.3617021277,,
5771,Love Beauty School Inc,15115,0.2380952381,,
5772,Professional Career Training Institute,0,0.2847222222,,
5773,Houston International College Cardiotech Ultrasound School,24708,0.56,,
5774,DuVall's School of Cosmetology,17874,0.4966442953,,
5775,Advanced Beauty College,19542,,,
5776,Texas Beauty College,15993,,,
5777,Avenue Five Institute,20297,0.5141955836,,
5778,The Salon Professional Academy-Lewisville,24819,0.4044117647,,
5779,Renaissance Academie,28456.5,0.4096385542,,
5780,Bethel College,34340,PrivacySuppressed,,
5781,Institute of Advanced Medical Esthetics,21831,PrivacySuppressed,,
5782,Gary Manuel Aveda Institute,30382,0.5348837209,,
5783,Northwest School of Wooden Boat Building,19747,0.6857142857,,
5784,Pinchot University,,PrivacySuppressed,,
5785,The Salon Professional Academy-Onalaska,25783.5,0.4074074074,,
5786,Brightwood College-Chula Vista,21477,0.4030668127,,
5787,InterCoast Colleges-Roseville,13238,0.2539377641,,
5788,West Coast University-Orange County,29657,0.69375,,
5789,West Coast University-Ontario,29657,0.69375,,
5790,Virginia College-Augusta,13816,0.1902896021,,
5791,Midwest Technical Institute-East Peoria,16417,0.2828070175,,
5792,Paul Mitchell the School-Chicago,23471,0.3719512195,,
5793,Brightwood College-Indianapolis,15559,0.2495667244,,
5794,Dorsey Business Schools-Waterford Pontiac,11499,0.2051093098,,
5795,Miller-Motte College-Fayetteville,12000,0.1943711522,,
5796,European Massage Therapy School-Las Vegas,17138,0.7162162162,,
5797,Harrison College-Grove City,16626,0.2274305556,,
5798,Miller-Motte Technical College-Columbus,11981.5,0.1847259242,,
5799,McCann School of Business & Technology,12270,0.2626924836,,
5800,National University College-Ponce,0,0.29225,,
5801,Fortis College-Grand Prairie,16203.5,0.3056578507,,
5802,The Art Institute of Virginia Beach,20246,0.2815452697,,
5803,Bryant & Stratton College-Bayshore,15184,0.1873163434,,
5804,Virginia College-Columbia,13816,0.1902896021,,
5805,Fortis College-Indianapolis,16751.5,0.2004830918,,
5806,Brightwood College-Arlington,17458.5,0.2786683107,,
5807,Brightwood College-Charlotte,14786.5,0.2105263158,,
5808,Empire Beauty School-E Memphis,10876,0.2742574257,,
5809,Empire Beauty School-Nashville,15061,0.2978723404,,
5810,Empire Beauty School-Jackson,13279.5,0.2741273101,,
5811,Empire Beauty School-Springfield,14099,0.2879914984,,
5812,Empire Beauty School-Paramus,13279.5,0.2741273101,,
5813,Empire Beauty School-Speedway,13614,0.2604951561,,
5814,Empire Beauty School-Morrow,13279.5,0.2741273101,,
5815,Strayer University-Arkansas,18178,0.2382231351,,
5816,Strayer University-Georgia,18178,0.2382231351,,
5817,Strayer University-Mississippi,18178,0.2382231351,,
5818,Strayer University-South Carolina,18178,0.2382231351,,
5819,Strayer University-Texas,18178,0.2382231351,,
5820,The Art Institute of San Antonio,22534.5,0.3474795776,,
5821,Empire Beauty School-S Memphis,13614,0.2604951561,,
5822,Empire Beauty School-Charlotte,12594.5,0.2591424968,,
5823,Empire Beauty School-E Greensboro,13279.5,0.2741273101,,
5824,Empire Beauty School-Winston-Salem,13279.5,0.2741273101,,
5825,Empire Beauty School-West Palm,14099,0.2879914984,,
5826,Empire Beauty School-Pineville,14091,0.2771362587,,
5827,Empire Beauty School-N Memphis,14725,0.2255125285,,
5828,Virginia Tech Carilion School of Medicine,,,,
5829,Broadview Entertainment Arts University,26923.5,0.3427895981,,
5830,Bryant & Stratton College-Hampton,15184,0.1873163434,,
5831,Paul Mitchell the School-Phoenix,21001.5,0.3133640553,,
5832,All Beauty College,14400,0.2317073171,,
5833,Golden State College of Court Reporting,13536,PrivacySuppressed,,
5834,Trinity School of Health and Allied Sciences,16072,0.5696202532,,
5835,Paul Mitchell the School-Modesto,20537.5,0.3841336117,,
5836,Cosmo Beauty Academy,17991.5,0.3109243697,,
5837,Paul Mitchell the School-Fresno,19742,0.3376205788,,
5838,Unitek College,27729,0.6733556299,,
5839,Gurnick Academy of Medical Arts,26477.5,0.5685579196,,
5840,Southern California University SOMA,PrivacySuppressed,PrivacySuppressed,,
5841,Paul Mitchell the School-East Bay,21716,0.5275362319,,
5842,South University-Richmond,20000,0.2547585843,,
5843,South University-Virginia Beach,20000,0.2547585843,,
5844,Aveda Institute-Denver,22339,0.5204918033,,
5845,Paul Mitchell the School-Colorado Springs,23671,0.3680781759,,
5846,The Salon Professional Academy-Colorado Springs,19091,0.4545454545,,
5847,Paul Mitchell the School-Delaware,25560.5,0.3139013453,,
5848,Future-Tech Institute,0,,,
5849,Fred K Marchman Technical College,12513,,,
5850,The Salon Professional Academy-Ft Myers,20270,0.2837837838,,
5851,SOLEX College,14055.5,PrivacySuppressed,,
5852,Unity Cosmetology College,17071.5,0.380952381,,
5853,Universal Spa Training Academy,23634,0.5319148936,,
5854,The Salon Professional Academy-Evansville,26403,0.514619883,,
5855,Tri County Regional Vocational Technical High School,21563,,,
5856,Compass College of Cinematic Arts,54179.5,0.4637681159,,
5857,Nova Academy of Cosmetology,28358,0.465648855,,
5858,Starting Points Inc,11934,0.37,,
5859,SAE Institute of Technology-New York,17274,0.5059171598,,
5860,The Artisan College of Cosmetology,17755,0.3387096774,,
5861,Sage School of Massage & Esthetics,17873.5,0.6428571429,,
5862,Peloton College,10612,0.1830985915,,
5863,Salon & Spa Institute,15932,0.2,,
5864,American Beauty Academy,23383,0.3968253968,,
5865,Summit Salon Academy,26312,0.5376884422,,
5866,Paul Mitchell the School-Milwaukee,20283,0.4558139535,,
5867,Touro University Worldwide,22671.5,PrivacySuppressed,,
5868,Touro University California,31430,0.8,,
5869,The Chicago School of Professional Psychology at Washington DC,18495,PrivacySuppressed,,
5870,Touro University Nevada,31430,0.8,,
5871,Herzing University-Kenosha,18321,0.3041105434,,
5872,Herzing University-Brookfield,18321,0.3041105434,,
5873,Texas A&M University-San Antonio,24268,,860.0,18.0
5874,Fortis Institute-Houston,14975.5,0.2820823245,,
5875,Southern Careers Institute-Brownsville,14258,0.1807856129,,
5876,Southern Careers Institute-Harlingen,14258,0.1807856129,,
5877,Strayer University-Global Region,18178,0.2382231351,,
5878,Kenneth Shuler School of Cosmetology-Florence,14667.5,0.2078313253,,
5879,Fortis College-Columbia,15144.5,0.2367953839,,
5880,Brown Mackie College-Albuquerque,16797,0.2254649322,,
5881,Brown Mackie College-St Louis,16797,0.2254649322,,
5882,Avant Gard The School,19208,0.3770491803,,
5883,California University of Management and Sciences,PrivacySuppressed,PrivacySuppressed,,
5884,Ross Medical Education Center-Davison,17342,0.3100107643,,
5885,Ross Medical Education Center-Granger,15505.5,0.3016591252,,
5886,Ross Medical Education Center-Niles,16513,0.3177172061,,
5887,Ross Medical Education Center-Canton,16094,0.2767894084,,
5888,Pima Medical Institute-Houston,21596,0.4626200015,,
5889,Illinois Media School-Chicago Campus,16801,0.3620689655,,
5890,South Texas Vocational Technical Institute-San Antonio,16310,0.3413775767,,
5891,Concorde Career College-Dallas,21907,0.4109178164,,
5892,Concorde Career Institute-Orlando,16617,0.2819188192,,
5893,Concorde Career College-San Antonio,17899,0.3313521545,,
5894,Ecotech Institute,13816,0.1902896021,,
5895,Johnson & Wales University-Online,41456,0.6799300843,,
5896,Altierus Career College-Fort Worth South,13456.5,0.2615131579,,
5897,Virginia International University,PrivacySuppressed,,,
5898,Geisinger-Lewistown Hospital School of Nursing,37154,PrivacySuppressed,,
5899,Moreno Valley College,17704,0.4035087719,,
5900,Brittany Beauty Academy,14226.5,0.356884058,,
5901,Onondaga School of Therapeutic Massage-Rochester,24464.5,0.5833333333,,
5902,Norco College,20362,0.3703703704,,
5903,Dorsey Business Schools-Saginaw,11499,0.2051093098,,
5904,Milan Institute of Cosmetology-La Quinta,14391.5,0.2181580666,,
5905,Milan Institute-Nampa,12561,0.2476060192,,
5906,Milan Institute of Cosmetology-El Paso,14391.5,0.2181580666,,
5907,Universal Technical Institute - Dallas Fort Worth,29403,0.4871115819,,
5908,Finger Lakes School of Massage,23762,0.6228070175,,
5909,Salter School of Nursing and Allied Health,14198.5,0.3343949045,,
5910,Harris School of Business-Upper Darby Campus,7678,0.215234375,,
5911,Brown Mackie College-San Antonio,16797,0.2254649322,,
5912,Cortiva Institute-New Jersey,15789,0.5135135135,,
5913,Cambridge Junior College-Woodland,15602.5,0.3296703297,,
5914,ICPR Junior College-Manati,0,PrivacySuppressed,,
5915,Ridley-Lowell Business & Technical Institute-Danbury,14527,0.3171839516,,
5916,Artistic Nails and Beauty Academy-Lakeland,13833.5,0.1346153846,,
5917,American Sentinel University,60272,0.6805251641,,
5918,Tribeca Flashpoint College,23060.5,0.8166666667,,
5919,Hawaii Medical College,18810.5,0.4985422741,,
5920,Carolina College of Hair Design,12816.5,,,
5921,Virginia College-Baton Rouge,13816,0.1902896021,,
5922,Remington College-Heathrow Campus,13648,0.2589161649,,
5923,College of Massage Therapy,18960,0.6470588235,,
5924,Miller-Motte College-Jacksonville,12000,0.1943711522,,
5925,Miller-Motte Technical College-Augusta,11981.5,0.1847259242,,
5926,Miller-Motte Technical College-Conway,12000,0.1943711522,,
5927,Virginia College-Macon,13816,0.1902896021,,
5928,Virginia College-Spartanburg,13816,0.1902896021,,
5929,Aveda Institute-Portland,21995,0.4970930233,,
5930,Chamberlain University-Virginia,46046,0.595370464,,
5931,Stevens-Henager College,13120,0.20256745,,
5932,Penrose Academy,32968,0.5677966102,,
5933,Virginia College-Richmond,13816,0.1902896021,,
5934,Skin Institute,24612,0.6292134831,,
5935,Beauty Academy of South Florida,0,0.4350282486,,
5936,Ogle School Hair Skin Nails-North Dallas,18535,0.3288590604,,
5937,The Salon Professional Academy-North Little Rock,19960.5,0.5,,
5938,The Salon Professional Academy-St Charles,24582,0.4344262295,,
5939,American College for Medical Careers,14198.5,0.3343949045,,
5940,Mildred Elley-New York Campus,14910,0.2176541717,,
5941,National Paralegal College,19698.5,0.2894736842,,
5942,Carolina College of Biblical Studies,25405,PrivacySuppressed,,
5943,Allstate Hairstyling & Barber College,9754,,,
5944,Oxford Graduate School,,,,
5945,Jung Tao School of Classical Chinese Medicine,,,,
5946,New York Film Academy,24424.5,0.491638796,,
5947,The Collective School Of Music,PrivacySuppressed,,,
5948,International College of Cosmetology,10194,,,
5949,Bella Capelli Academy,38179,0.5174418605,,
5950,Institute of Medical Careers,12754,0.4814814815,,
5951,Toni & Guy Hairdressing Academy-Modesto,10059.5,0.3440860215,,
5952,Georgia Christian University,4353,PrivacySuppressed,,
5953,Flagler Technical Institute,18205,,,
5954,Galaxy Medical College,11175,0.6451612903,,
5955,American Medical Sciences Center,11398,0.4590163934,,
5956,Mandalyn Academy,32079,0.5211267606,,
5957,Jose Maria Vargas University,20512,PrivacySuppressed,,
5958,Laird Institute of Spa Therapy,20976.5,0.4494382022,,
5959,D A Dorsey Technical College,5427,,,
5960,Keweenaw Bay Ojibwa Community College,15926.5,,,
5961,Meridian Institute of Surgical Assisting,44349.5,0.6,,
5962,Mauna Loa Helicopters,PrivacySuppressed,PrivacySuppressed,,
5963,Acaydia School of Aesthetics,26309,0.7777777778,,
5964,Manhattan Institute,10363.5,0.3008849558,,
5965,Cosmetic Arts Institute,14200,0.262295082,,
5966,Holistic Massage Training Institute,14655,0.5833333333,,
5967,Diamonds Cosmetology College,14047,0.2987012987,,
5968,Northern Virginia School of Therapeutic Massage,19599,0.7327586207,,
5969,Paul Mitchell the School-St Louis,28815.5,0.38996139,,
5970,Advanced Training Institute,21311,0.3475783476,,
5971,Cosmopolitan Beauty and Tech School,18206,PrivacySuppressed,,
5972,Shepherds Theological Seminary,,,,
5973,Taylor Andrews Academy of Hair Design-West Jordan,37033,0.4402515723,,
5974,Santa Ana Beauty Academy,17292,,,
5975,Grace College of Divinity,32475,PrivacySuppressed,,
5976,Cosmetology College of Franklin County,6583,PrivacySuppressed,,
5977,The Salon Professional Academy,29323,PrivacySuppressed,,
5978,Aveda Institute-New Mexico,20222,0.4898989899,,
5979,Nashville Barber and Style Academy,19701.5,PrivacySuppressed,,
5980,American Trade School,18799,0.4315068493,,
5981,Estelle Skin Care and Spa Institute,19505,0.7284768212,,
5982,Paul Mitchell the School-Honolulu,26000,0.5394736842,,
5983,Elite Cosmetology School,14658.5,0.3243243243,,
5984,American Technical Institute,0,,,
5985,Bergin University of Canine Studies,23382,PrivacySuppressed,,
5986,Aveda Institute-Boise,21934,0.15625,,
5987,Pima Medical Institute-Aurora,19478,0.4047619048,,
5988,Real Barbers College,19080,0.3741496599,,
5989,Capilo School of Hair Design,22833,0.5126582278,,
5990,Pure Aesthetics,24173,0.7090909091,,
5991,Lindsey Institute of Cosmetology,24745.5,0.3069306931,,
5992,The Salon Professional Academy,23848,0.3676470588,,
